Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Banana.Loss,CropType.Banana.Count,CropType.Banana.Exposed_Value,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Cultivated_Land.Loss,CropType.Cultivated_Land.Count,CropType.Cultivated_Land.Exposed_Value,CropType.Mixed_Crops.Loss,CropType.Mixed_Crops.Count,CropType.Mixed_Crops.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,CropType.Yam.Loss,CropType.Yam.Count,CropType.Yam.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp245 (medium confidence),95,2070,0.597,250,0.004,37216923,5204,516416427,31455,21129301,1904,451583728,150158,1261,629613,15937463,39,64171632,77.6285,0.1536,,,,,,,144323,1252,615068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144180,195,1116976,1243462,113,30133060,10239008,1031,151502330
ssp245 (medium confidence),95,2080,0.744,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp245 (medium confidence),95,2080,0.744,5,0.1813,18189733,4605,399478129,28042,8701360,1654,339415876,100092,1056,487313,9388281,34,59546895,58.128600000000006,0.1428,,,,,,,95541,1048,475321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66812,171,857485,609916,99,25103448,3767381,902,118492130
ssp245 (medium confidence),95,2080,0.744,10,0.0952,22272416,4812,438343327,28971,10831536,1754,376256435,110610,1122,521879,11330271,36,61536040,63.04090000000001,0.1449,,,,,,,105682,1113,508452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81349,178,945461,738978,106,26075985,4770599,953,127538709
ssp245 (medium confidence),95,2080,0.744,25,0.0392,27644777,5066,475684807,29836,14266179,1869,413082879,125081,1203,560930,13253516,37,62011160,69.33260000000001,0.1473,,,,,,,119693,1194,546385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103008,191,1027574,938158,110,28165586,6427640,1009,136224353
ssp245 (medium confidence),95,2080,0.744,50,0.0198,32057277,5232,495020230,30632,17335925,1940,431254331,136970,1267,595333,14584380,39,63139933,73.8444,0.1495,,,,,,,131225,1255,579851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122225,199,1092628,1103487,113,28678350,7987587,1041,143910700
ssp245 (medium confidence),95,2080,0.744,100,0.01,36943508,5457,516383721,31444,21027367,2032,452243249,150046,1346,628444,15766095,40,63480582,78.5527,0.15339999999999998,,,,,,,143993,1334,612962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144292,204,1136132,1283865,118,30576487,9917177,1088,151192024
ssp245 (medium confidence),95,2080,0.744,250,0.004,44498248,5780,546321815,32502,27120346,2140,479499198,170240,1489,688550,17207660,42,66101565,86.6117,0.16570000000000001,,,,,,,163616,1476,670547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178047,213,1163198,1573929,124,32483489,13202949,1153,157228003
ssp245 (medium confidence),95,2090,0.888,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp245 (medium confidence),95,2090,0.888,5,0.1813,23079494,4689,461035081,29250,11411843,1702,398996771,115011,1082,538452,11552641,34,61470610,65.0923,0.1467,,,,,,,109861,1073,524079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85215,174,995947,795664,105,27846617,4965482,924,131824599
ssp245 (medium confidence),95,2090,0.888,10,0.0952,27395275,4875,480163892,30043,14147169,1780,416788798,126443,1148,571068,13121662,36,62773982,69.71520000000001,0.1482,,,,,,,120925,1139,556609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102321,183,1056991,961510,106,27965170,6260957,964,137799025
ssp245 (medium confidence),95,2090,0.888,25,0.0392,33304993,5117,510176337,30953,18327319,1892,446451362,141991,1220,606696,14835681,38,63087326,75.73740000000001,0.1503,,,,,,,136108,1211,592151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128917,194,1108251,1190241,112,29980492,8323757,1020,148651971
ssp245 (medium confidence),95,2090,0.888,50,0.0198,38318785,5304,529095184,31585,22140041,1975,464625934,154936,1287,642367,16023808,39,63795296,80.8487,0.1547,,,,,,,148601,1275,623816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151499,200,1161848,1374365,114,30107551,10269416,1060,153448090
ssp245 (medium confidence),95,2090,0.888,100,0.01,43835566,5525,547455127,32314,26622241,2060,482519774,169143,1370,682641,17044183,40,64220397,86.6657,0.1597,,,,,,,162325,1358,664091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177081,206,1206538,1595629,118,32200778,12628503,1107,157990411
ssp245 (medium confidence),95,2090,0.888,250,0.004,52241028,5843,583785777,33769,33688806,2168,514157476,191483,1510,752575,18360737,42,68841956,94.896,0.18130000000000002,,,,,,,183842,1496,731161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215062,217,1240027,1940303,125,34279382,16548625,1170,172438245
ssp245 (medium confidence),95,2100,1.055,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp245 (medium confidence),95,2100,1.055,5,0.1813,29318263,5050,496051242,30394,15605019,1874,432423875,134057,1199,589030,13579184,37,63007940,72.6306,0.1499,,,,,,,128304,1189,573696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111919,189,1085241,1076350,111,28715911,6860476,1011,142125359
ssp245 (medium confidence),95,2100,1.055,10,0.0952,34165457,5255,514410978,31067,19089144,1963,450309241,146608,1273,623334,14929705,39,63447336,77.8743,0.152,,,,,,,140446,1261,605800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134046,200,1150988,1269037,114,29591298,8550615,1052,149271439
ssp245 (medium confidence),95,2100,1.055,25,0.0392,41013328,5506,541762251,32028,24424071,2071,477114453,163824,1354,666450,16425434,41,63949318,84.7197,0.1577,,,,,,,156998,1342,647644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166116,209,1210596,1536641,118,31472278,11224147,1107,157341354
ssp245 (medium confidence),95,2100,1.055,50,0.0198,46708497,5703,563224760,32706,29141348,2145,498215795,178039,1437,704780,17389109,41,64271478,90.22529999999999,0.1633,,,,,,,170596,1423,684397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193149,217,1233906,1776319,121,32873443,13702115,1147,162752737
ssp245 (medium confidence),95,2100,1.055,100,0.01,53050808,5956,582107639,33745,34521311,2241,515995039,194087,1541,755209,18335413,42,65323648,96.03179999999999,0.1712,,,,,,,185807,1526,732859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222472,227,1281793,2043490,129,34329028,16654674,1200,168438707
ssp245 (medium confidence),95,2100,1.055,250,0.004,62820479,6258,614719277,34802,42908982,2344,541565895,218942,1681,823832,19692556,43,72294749,104.4634,0.1952,,,,,,,209396,1665,800141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264593,237,1350093,2443861,136,37983423,21367539,1258,179821825
ssp245 (medium confidence),95,2110,1.218,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp245 (medium confidence),95,2110,1.218,5,0.1813,36229136,5381,525043891,31393,20801542,2023,460595127,154526,1315,644319,15273068,41,63773052,81.48830000000001,0.15450000000000003,,,,,,,147987,1302,625255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145575,206,1196455,1396752,115,30232324,9264073,1081,152878107
ssp245 (medium confidence),95,2110,1.218,10,0.0952,41741262,5559,548948548,32147,25159375,2098,484242974,168355,1375,675990,16413530,41,63997437,86.87310000000001,0.1596,,,,,,,161181,1361,655491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172271,216,1217515,1623174,119,30821234,11418027,1114,159939062
ssp245 (medium confidence),95,2110,1.218,25,0.0392,49611293,5829,576673647,33060,31716260,2215,511540916,187395,1478,723002,17707638,42,64376672,93.83909999999999,0.16659999999999997,,,,,,,179116,1464,701328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209982,223,1255064,1960419,124,33752622,14829877,1181,166609206
ssp245 (medium confidence),95,2110,1.218,50,0.0198,56190632,6063,590940090,33940,37329508,2299,525233121,203423,1580,775705,18657700,42,64897323,99.15750000000001,0.1712,,,,,,,194129,1564,752544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240470,234,1301675,2243272,130,35387077,17875982,1231,170893549
ssp245 (medium confidence),95,2110,1.218,100,0.01,63607097,6298,613924884,34778,43749094,2397,545249449,220984,1669,820971,19637019,45,67819687,105.3061,0.1828,,,,,,,210754,1651,796154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272742,244,1383397,2549366,137,37994441,21410732,1283,180852967
ssp245 (medium confidence),95,2110,1.218,250,0.004,75110725,6639,643027652,36368,53739148,2525,566055663,247691,1811,890966,21123885,48,76044655,114.0449,0.2156,,,,,,,236170,1789,860824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318288,260,1465544,3036137,140,39090855,26940125,1360,189302776
ssp245 (medium confidence),95,2120,1.371,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp245 (medium confidence),95,2120,1.371,5,0.1813,43660681,5635,559440266,32429,26870728,2140,494604079,175849,1400,694750,16614104,41,64109006,89.89059999999999,0.1631,,,,,,,168106,1386,673492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184055,218,1239980,1751872,121,32946909,12150519,1136,162784637
ssp245 (medium confidence),95,2120,1.371,10,0.0952,50060483,5839,580475731,33073,32224226,2229,515350711,191010,1481,732689,17645245,41,64359259,95.12790000000001,0.1674,,,,,,,182218,1466,710142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214892,228,1291696,2031396,123,34526839,14884728,1187,167438237
ssp245 (medium confidence),95,2120,1.371,25,0.0392,59139462,6163,599897397,34357,39990742,2354,534272004,212110,1606,795599,18936608,44,64795436,102.12639999999999,0.1726,,,,,,,201864,1589,770660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257153,243,1381292,2425833,131,35955402,19006621,1254,173513239
ssp245 (medium confidence),95,2120,1.371,50,0.0198,66758555,6384,621014124,35510,46616291,2451,554029646,229116,1694,839919,19913146,46,66109048,107.9557,0.18130000000000002,,,,,,,217953,1675,812258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290516,255,1441175,2743962,139,39148347,22616582,1308,182815712
ssp245 (medium confidence),95,2120,1.371,100,0.01,75322352,6643,641730710,36624,54129826,2545,569936820,248121,1795,892480,20944404,49,70864788,114.45930000000001,0.2015,,,,,,,235888,1772,860410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325571,264,1491305,3117674,142,40379380,26732086,1362,189856006
ssp245 (medium confidence),95,2120,1.371,250,0.004,88396060,6984,678129975,37921,65615877,2673,598371699,277090,1937,965830,22503094,50,78754524,122.54350000000001,0.2414,,,,,,,263098,1912,928719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374624,283,1569298,3702735,150,50574539,33133204,1436,197994389
ssp245 (medium confidence),95,2130,1.525,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp245 (medium confidence),95,2130,1.525,5,0.1813,52436106,6009,589611917,33296,34359561,2318,524388756,199387,1535,750683,17877157,44,64439183,97.6732,0.16909999999999997,,,,,,,189776,1519,727422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229019,236,1319896,2183826,126,35073661,15801405,1236,169517774
ssp245 (medium confidence),95,2130,1.525,10,0.0952,59793174,6255,603850709,34375,40672641,2407,538250980,215931,1635,797555,18904599,46,64767798,102.9351,0.1736,,,,,,,205127,1616,772194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263695,249,1417165,2509356,135,36319808,19107969,1280,175229254
ssp245 (medium confidence),95,2130,1.525,25,0.0392,70232695,6575,628164246,36149,49785304,2547,561680772,238356,1749,857872,20209033,49,65589450,110.51979999999999,0.1845,,,,,,,226216,1726,826314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309860,264,1482403,2959359,144,39990162,24007056,1360,183658311
ssp245 (medium confidence),95,2130,1.525,50,0.0198,79046931,6817,651421920,37056,57582394,2636,581444110,257087,1853,907859,21207451,49,69032896,117.1497,0.20149999999999998,,,,,,,243689,1828,873177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346304,280,1546293,3356831,149,44267628,28253131,1407,192502656
ssp245 (medium confidence),95,2130,1.525,100,0.01,88801903,7061,677747385,37927,66225881,2722,602395350,277868,1962,962058,22298153,49,74352048,123.52379999999998,0.22769999999999999,,,,,,,263004,1935,922869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383642,290,1600855,3802540,151,52240835,33026708,1463,198703603
ssp245 (medium confidence),95,2130,1.525,250,0.004,103350472,7410,707248561,38814,79138736,2854,623570297,309399,2113,1046861,23902336,50,82592587,131.18970000000002,0.2663,,,,,,,292027,2081,1000605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435559,302,1654739,4459850,158,55591847,40161873,1535,207077292
ssp245 (medium confidence),95,2140,1.678,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp245 (medium confidence),95,2140,1.678,5,0.1813,62501945,6327,613096244,34929,43138927,2452,547345211,224570,1652,821768,19138449,47,64894335,105.7988,0.1784,,,,,,,213019,1633,794236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279708,254,1445508,2680855,136,37687549,20199449,1300,177924544
ssp245 (medium confidence),95,2140,1.678,10,0.0952,70923491,6557,630217569,36205,50512908,2550,564092035,242328,1740,868534,20168256,48,65220795,111.4418,0.1864,,,,,,,229563,1717,836105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317462,267,1504276,3059139,143,40206549,24121842,1358,183299926
ssp245 (medium confidence),95,2140,1.678,25,0.0392,82982906,6885,665953754,37454,61229939,2676,597615027,267010,1878,937815,21485958,49,67363459,120.121,0.1999,,,,,,,252408,1853,900745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367755,286,1592193,3614958,149,49893853,29910123,1431,196868148
