Region_ID,Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0_5.Buildings,Depth.range_<_0_5.Population,Depth.range_0_5_1_0.Buildings,Depth.range_0_5_1_0.Population,Depth.range_1_0_1_5.Buildings,Depth.range_1_0_1_5.Population,Depth.range_1_5_2_0.Buildings,Depth.range_1_5_2_0.Population,Depth.range_2_0_+.Buildings,Depth.range_2_0_+.Population
4.0,'Eua,ssp585 (medium confidence),50,2030,0.115,1,0.6321,0,0,0,0,0,0,0,0,25,0,0.04,924,12788,10147,147924,4,0,0,0,0,0,160712,11072,0,25,0,0,0,0,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2030,0.115,5,0.1813,14,12,6,8,57416,7664,49752,1036256,107,0,2.83,89694,589586,215132,701511,43,152,1560,0,0,0,2328913,362394,5,5,1,28,7,35,0,14,1,25
4.0,'Eua,ssp585 (medium confidence),50,2030,0.115,10,0.0952,19,13,7,12,84811,12100,72711,1286972,107,0,3.13,119981,639343,233133,701511,43,350,1560,0,0,0,2629386,438274,7,0,3,31,7,34,1,4,1,38
4.0,'Eua,ssp585 (medium confidence),50,2030,0.115,25,0.0392,21,19,7,14,136750,23457,113293,1321304,143,0,3.28,148364,665744,253884,701511,43,977,1950,0,0,0,2690509,539975,8,36,4,5,1,28,7,35,1,39
4.0,'Eua,ssp585 (medium confidence),50,2030,0.115,50,0.0198,25,19,8,17,176160,32094,144066,1449544,143,0,3.39,165131,683813,264849,701511,43,1210,2340,0,0,0,2837208,607351,6,36,7,0,4,31,6,34,2,42
4.0,'Eua,ssp585 (medium confidence),50,2030,0.115,100,0.01,27,21,10,17,227880,47967,179914,1565092,143,0,3.54,180841,711209,276202,701511,43,1506,2730,0,0,0,2980542,686429,8,36,6,0,4,5,4,60,5,42
4.0,'Eua,ssp585 (medium confidence),50,2030,0.115,250,0.004,28,25,10,18,287290,65803,221487,1566963,143,0,3.62,199077,725502,286186,701511,43,1968,3120,0,0,0,2997096,774521,7,0,7,36,4,5,2,28,8,74
4.0,'Eua,ssp585 (medium confidence),50,2040,0.18,1,0.6321,1,0,0,1,0,0,0,184947,25,0,0.04,1190,12788,14266,147924,4,0,0,0,0,0,345659,15456,1,25,0,0,0,0,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2040,0.18,5,0.1813,16,12,6,10,64437,8585,55851,1117672,107,0,2.92,98497,608641,220130,701511,43,202,1560,0,0,0,2429383,383266,6,0,2,33,7,35,0,14,1,25
4.0,'Eua,ssp585 (medium confidence),50,2040,0.18,10,0.0952,19,13,7,12,95575,14713,80862,1286972,107,0,3.17,127533,645890,238184,701511,43,512,1560,0,0,0,2635933,461804,7,0,3,31,5,34,3,4,1,38
4.0,'Eua,ssp585 (medium confidence),50,2040,0.18,25,0.0392,21,19,7,14,150590,26267,124323,1321304,143,0,3.32,154864,670710,257960,701511,43,1074,2340,0,0,0,2695865,564487,5,36,6,0,2,33,7,35,1,39
4.0,'Eua,ssp585 (medium confidence),50,2040,0.18,50,0.0198,25,19,8,17,193754,37312,156442,1449544,143,0,3.44,171494,694330,268955,701511,43,1291,2730,0,0,0,2848115,635494,6,36,7,0,3,31,7,34,2,42
4.0,'Eua,ssp585 (medium confidence),50,2040,0.18,100,0.01,27,21,10,17,247905,54044,193861,1565092,143,0,3.54,186995,711209,279686,701511,43,1681,2730,0,0,0,2980542,716266,7,0,7,36,4,5,2,60,7,42
4.0,'Eua,ssp585 (medium confidence),50,2040,0.18,250,0.004,29,25,10,19,309171,72774,236397,1571890,143,0,3.65,205000,727493,290130,701511,43,2080,3120,0,0,0,3004014,806382,7,0,6,36,5,0,3,33,8,74
4.0,'Eua,ssp585 (medium confidence),50,2050,0.262,1,0.6321,1,0,0,1,0,0,0,184947,25,0,0.04,1526,12788,19934,147924,4,0,0,0,0,0,345659,21461,1,12,0,13,0,0,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2050,0.262,5,0.1813,19,12,7,12,73491,9893,63598,1286972,107,0,3.05,109213,627625,226342,701511,43,259,1560,0,0,0,2617669,409304,8,0,3,31,7,34,0,17,1,25
4.0,'Eua,ssp585 (medium confidence),50,2050,0.262,10,0.0952,20,14,7,13,111322,18055,93266,1310468,143,0,3.2,136481,652241,244572,701511,43,724,1560,0,0,0,2665780,493098,7,36,4,5,2,60,6,4,1,38
4.0,'Eua,ssp585 (medium confidence),50,2050,0.262,25,0.0392,23,19,8,15,168611,30119,138491,1422883,143,0,3.38,162942,680837,262827,701511,43,1182,2340,0,0,0,2807572,595561,4,36,8,0,3,33,7,32,1,42
4.0,'Eua,ssp585 (medium confidence),50,2050,0.262,50,0.0198,27,21,10,17,218171,44580,173591,1565092,143,0,3.54,179487,711209,273964,701511,43,1465,2730,0,0,0,2980542,673086,8,36,6,0,4,5,4,60,5,42
4.0,'Eua,ssp585 (medium confidence),50,2050,0.262,100,0.01,27,23,10,17,274212,62004,212209,1565092,143,0,3.61,194593,725102,284258,701511,43,1881,3120,0,0,0,2994825,754944,6,0,8,36,4,5,1,28,8,74
4.0,'Eua,ssp585 (medium confidence),50,2050,0.262,250,0.004,32,27,12,20,339075,83413,255662,1704258,143,0,3.68,212137,731268,295651,701511,43,2212,3120,0,0,0,3140157,849074,8,0,5,36,7,0,4,31,8,76
4.0,'Eua,ssp585 (medium confidence),50,2060,0.35,1,0.6321,1,0,0,1,0,0,0,184947,25,0,0.06,1942,18740,26153,147924,4,0,0,0,0,0,351611,28094,1,4,0,21,0,0,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2060,0.35,5,0.1813,19,13,7,12,85056,12271,72785,1286972,107,0,3.15,120095,641723,233044,701511,43,387,1560,0,0,0,2631767,438581,7,0,3,31,7,34,1,17,1,25
4.0,'Eua,ssp585 (medium confidence),50,2060,0.35,10,0.0952,21,16,7,14,129331,21688,107644,1321304,143,0,3.28,145648,665744,251099,701511,43,925,1560,0,0,0,2690119,527002,8,36,4,5,2,28,6,35,1,39
4.0,'Eua,ssp585 (medium confidence),50,2060,0.35,25,0.0392,26,20,9,17,191797,36381,155416,1488912,143,0,3.49,171558,698906,268355,701511,43,1308,2730,0,0,0,2892059,633017,7,36,7,0,3,31,7,34,2,42
4.0,'Eua,ssp585 (medium confidence),50,2060,0.35,50,0.0198,27,21,10,17,245384,52739,192646,1565092,143,0,3.56,187878,717161,278921,701511,43,1691,2730,0,0,0,2986494,713873,7,0,7,36,4,5,2,60,7,42
4.0,'Eua,ssp585 (medium confidence),50,2060,0.35,100,0.01,29,25,10,19,303454,71151,232303,1571890,143,0,3.64,202619,727093,289451,701511,43,2052,3120,0,0,0,3003614,797575,8,0,5,36,6,0,2,33,8,74
4.0,'Eua,ssp585 (medium confidence),50,2060,0.35,250,0.004,34,27,13,21,374201,97012,277189,1797984,143,0,3.72,219513,739600,302463,701511,43,2372,3120,0,0,0,3242216,898549,8,0,7,36,7,0,3,31,9,76
4.0,'Eua,ssp585 (medium confidence),50,2070,0.457,1,0.6321,1,0,0,1,0,0,0,184947,38,0,0.09,2439,20454,32723,227447,10,0,0,0,0,0,432848,35162,1,13,0,25,0,0,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2070,0.457,5,0.1813,20,13,7,13,103516,16331,87186,1310468,143,0,3.19,132299,649265,241354,701511,43,638,1560,0,0,0,2662804,477807,7,36,4,5,3,60,5,4,1,38
4.0,'Eua,ssp585 (medium confidence),50,2070,0.457,10,0.0952,21,19,7,14,152158,26293,125865,1321304,143,0,3.34,156396,674086,258141,701511,43,1103,2340,0,0,0,2699241,567799,5,36,6,0,2,33,7,35,1,39
4.0,'Eua,ssp585 (medium confidence),50,2070,0.457,25,0.0392,27,21,10,17,223818,46027,177791,1565092,143,0,3.54,181952,711209,274925,701511,43,1537,2730,0,0,0,2980542,682232,8,0,6,36,4,5,4,60,5,42
4.0,'Eua,ssp585 (medium confidence),50,2070,0.457,50,0.0198,27,23,10,17,279552,63035,216517,1565092,143,0,3.61,197803,725102,284865,701511,43,1948,3120,0,0,0,2994825,764168,6,0,7,36,4,5,2,28,8,74
4.0,'Eua,ssp585 (medium confidence),50,2070,0.457,100,0.01,33,27,12,21,341958,84560,257398,1764238,143,0,3.68,211999,731268,296632,701511,43,2222,3120,0,0,0,3200138,852811,8,0,6,36,7,0,4,33,8,74
4.0,'Eua,ssp585 (medium confidence),50,2070,0.457,250,0.004,36,27,14,22,418204,115050,303154,1808464,143,0,3.74,228152,742976,310701,701511,43,2582,3120,0,0,0,3256071,959639,9,0,7,0,7,36,4,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2080,0.577,1,0.6321,1,1,0,1,373,0,373,184947,38,0,0.15,3132,29382,40674,299872,14,0,0,0,0,0,514201,44180,1,13,0,25,0,0,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2080,0.577,5,0.1813,21,16,7,14,127722,21269,106453,1321304,143,0,3.25,144945,656817,250474,701511,43,926,1560,0,0,0,2681192,524067,8,36,4,5,2,35,6,28,1,39
4.0,'Eua,ssp585 (medium confidence),50,2080,0.577,10,0.0952,25,19,8,17,179517,32491,147025,1449544,143,0,3.43,168193,687988,265324,701511,43,1257,2340,0,0,0,2841383,614292,6,36,7,0,4,31,6,34,2,42
4.0,'Eua,ssp585 (medium confidence),50,2080,0.577,25,0.0392,27,21,10,17,261217,57312,203906,1565092,143,0,3.58,193260,720536,281448,701511,43,1850,3120,0,0,0,2990259,737776,6,0,8,36,4,5,2,28,7,74
4.0,'Eua,ssp585 (medium confidence),50,2080,0.577,50,0.0198,29,26,10,19,320042,75855,244187,1571890,143,0,3.67,208611,730868,292114,701511,43,2160,3120,0,0,0,3007389,822927,6,0,6,36,6,0,3,33,8,74
4.0,'Eua,ssp585 (medium confidence),50,2080,0.577,100,0.01,34,27,13,21,390215,103513,286702,1797984,143,0,3.72,221961,739600,306145,701511,43,2445,3120,0,0,0,3242216,920765,8,0,7,36,7,0,3,12,9,95
4.0,'Eua,ssp585 (medium confidence),50,2080,0.577,250,0.004,39,29,15,24,469046,135662,333384,1843602,143,0,3.76,237530,747142,318421,701511,43,2796,3120,0,0,0,3295375,1027793,12,0,6,0,8,36,3,5,10,102
4.0,'Eua,ssp585 (medium confidence),50,2090,0.717,1,0.6321,1,1,0,1,1349,0,1349,184947,42,0,0.23,4219,36533,51764,325079,15,0,0,0,0,0,546559,57331,0,17,1,25,0,0,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2090,0.717,5,0.1813,23,20,8,15,158029,27625,130404,1422883,143,0,3.41,158983,682037,259617,701511,43,1150,2340,0,0,0,2808771,577779,7,36,6,0,2,31,7,34,1,42
4.0,'Eua,ssp585 (medium confidence),50,2090,0.717,10,0.0952,27,23,10,17,221004,44490,176514,1565092,143,0,3.56,181866,717161,274133,701511,43,1520,2730,0,0,0,2986494,678522,8,0,6,36,4,5,4,60,5,42
4.0,'Eua,ssp585 (medium confidence),50,2090,0.717,25,0.0392,30,27,10,20,307903,71941,235962,1573436,143,0,3.67,205985,730868,289749,701511,43,2124,3120,0,0,0,3008935,805760,9,0,5,36,6,0,2,33,8,74
4.0,'Eua,ssp585 (medium confidence),50,2090,0.717,50,0.0198,34,29,13,21,374747,96412,278335,1797984,143,0,3.72,220345,739600,302251,701511,43,2414,3120,0,0,0,3242216,899756,8,0,7,36,7,0,3,31,9,76
4.0,'Eua,ssp585 (medium confidence),50,2090,0.717,100,0.01,39,33,15,24,447901,127514,320387,1843602,143,0,3.76,233081,747142,315864,701511,43,2703,3120,0,0,0,3295375,999549,12,0,6,0,8,36,4,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2090,0.717,250,0.004,43,36,17,26,534112,162813,371299,1978444,143,0,3.86,248378,763816,326963,826511,44,2940,3120,0,0,0,3571891,1112393,14,0,6,0,4,36,8,0,11,107
4.0,'Eua,ssp585 (medium confidence),50,2100,0.866,1,0.6321,1,1,0,1,2452,0,2452,184947,42,0,0.33,5828,51421,65265,348510,16,0,0,0,0,0,584879,73545,0,17,1,4,0,21,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2100,0.866,5,0.1813,26,20,9,17,196257,37290,158966,1488912,143,0,3.49,173621,698906,268866,701511,43,1347,2730,0,0,0,2892059,640091,7,36,7,0,3,31,7,34,2,42
4.0,'Eua,ssp585 (medium confidence),50,2100,0.866,10,0.0952,27,23,10,17,267419,58489,208931,1565092,143,0,3.61,195844,724312,282230,701511,43,1895,3120,0,0,0,2994035,747389,6,0,8,36,4,5,1,28,8,74
4.0,'Eua,ssp585 (medium confidence),50,2100,0.866,25,0.0392,34,27,13,21,365133,92381,272752,1797984,143,0,3.71,218554,738410,300303,701511,43,2383,3120,0,0,0,3241025,886372,9,0,6,36,7,0,3,31,9,76
4.0,'Eua,ssp585 (medium confidence),50,2100,0.866,50,0.0198,37,29,14,23,435887,121599,314288,1809737,143,0,3.76,232234,747142,313273,701511,43,2698,3120,0,0,0,3261510,984092,10,0,7,0,7,36,4,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2100,0.866,100,0.01,40,33,15,25,515830,155262,360568,1851192,143,0,3.83,244637,759250,324401,701511,43,2890,3120,0,0,0,3315074,1087757,11,0,7,0,6,36,6,0,10,107
4.0,'Eua,ssp585 (medium confidence),50,2100,0.866,250,0.004,46,36,18,28,605260,194508,410752,2074098,143,0,3.91,260541,769972,340704,826511,44,3038,3120,0,0,0,3673701,1209543,12,0,8,0,7,36,6,0,13,107
4.0,'Eua,ssp585 (medium confidence),50,2110,0.98,1,0.6321,2,1,0,2,3297,0,3297,191218,42,0,0.4,7437,60953,75071,377176,18,0,0,0,0,0,629347,85805,1,4,1,13,0,25,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2110,0.98,5,0.1813,27,21,10,17,229325,46804,182521,1565092,143,0,3.56,184767,717161,275633,701511,43,1591,2730,0,0,0,2986494,691316,7,0,7,36,4,5,3,60,6,42
4.0,'Eua,ssp585 (medium confidence),50,2110,0.98,10,0.0952,29,25,10,19,304901,69979,234922,1571890,143,0,3.64,206228,726302,288908,701511,43,2114,3120,0,0,0,3002823,802152,8,0,5,36,6,0,2,33,8,74
4.0,'Eua,ssp585 (medium confidence),50,2110,0.98,25,0.0392,35,27,14,21,409949,110520,299429,1803748,143,0,3.74,227816,742976,309155,701511,43,2595,3120,0,0,0,3251355,949515,8,0,7,0,7,36,4,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2110,0.98,50,0.0198,39,29,15,24,485508,141466,344042,1843602,143,0,3.79,241047,750918,320570,701511,43,2870,3120,0,0,0,3299151,1049995,12,0,6,0,7,36,4,0,10,107
4.0,'Eua,ssp585 (medium confidence),50,2110,0.98,100,0.01,43,34,17,26,569263,177611,391652,1978444,143,0,3.86,253743,763816,333379,826511,44,2994,3120,0,0,0,3571891,1159380,10,0,8,0,6,36,7,0,12,107
4.0,'Eua,ssp585 (medium confidence),50,2110,0.98,250,0.004,47,39,18,29,659506,218958,440548,2080265,143,0,3.98,270066,784656,352253,826511,44,3093,3900,0,0,0,3695332,1284918,11,0,9,0,7,0,7,36,13,107
4.0,'Eua,ssp585 (medium confidence),50,2120,1.119,1,0.6321,7,1,1,6,4670,0,4670,633033,67,0,0.5,9720,79413,85815,427428,21,0,0,0,0,0,1139873,100205,6,28,1,14,0,25,0,0,0,0
4.0,'Eua,ssp585 (medium confidence),50,2120,1.119,5,0.1813,27,25,10,17,273097,60058,213039,1565092,143,0,3.62,197741,725502,283184,701511,43,1920,3120,0,0,0,2995225,755942,6,0,8,36,4,5,1,28,8,74
4.0,'Eua,ssp585 (medium confidence),50,2120,1.119,10,0.0952,33,27,12,21,355517,87429,268089,1764238,143,0,3.71,218010,738410,298170,701511,43,2349,3120,0,0,0,3207280,874047,8,0,6,36,7,0,3,31,9,76
4.0,'Eua,ssp585 (medium confidence),50,2120,1.119,25,0.0392,39,31,15,24,468924,134584,334339,1843602,143,0,3.78,238652,747942,318179,701511,43,2834,3120,0,0,0,3296175,1028588,12,0,6,0,7,36,5,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2120,1.119,50,0.0198,42,34,17,25,551488,169264,382224,1961449,143,0,3.86,251974,763816,328995,826511,44,2988,3120,0,0,0,3554896,1135444,12,0,5,0,6,36,7,0,12,107
4.0,'Eua,ssp585 (medium confidence),50,2120,1.119,100,0.01,47,39,18,29,634486,207284,427203,2080265,143,0,3.91,265194,772548,347387,826511,44,3069,3900,0,0,0,3683224,1250137,13,0,7,0,8,36,6,0,13,107
4.0,'Eua,ssp585 (medium confidence),50,2120,1.119,250,0.004,55,44,23,32,731567,250111,481455,2452523,184,0,4.12,282295,808872,371810,826511,44,3141,5850,0,0,0,4093756,1388813,16,41,12,0,6,0,7,36,14,107
4.0,'Eua,ssp585 (medium confidence),50,2130,1.252,1,0.6321,8,2,2,6,6196,0,6196,645814,76,0,0.69,12713,103254,98988,634094,36,0,0,0,0,0,1383163,117898,7,34,0,17,1,12,0,13,0,0
4.0,'Eua,ssp585 (medium confidence),50,2130,1.252,5,0.1813,30,26,10,20,317380,73899,243481,1573436,143,0,3.68,209630,731268,291145,701511,43,2160,3120,0,0,0,3009335,820314,7,0,6,36,6,0,3,31,8,76
4.0,'Eua,ssp585 (medium confidence),50,2130,1.252,10,0.0952,36,27,14,22,410792,109790,301002,1808464,143,0,3.75,228663,743376,308847,701511,43,2605,3120,0,0,0,3256471,950907,9,0,7,0,7,36,4,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2130,1.252,25,0.0392,42,34,17,25,530747,159963,370784,1961449,143,0,3.85,249019,760840,325575,701511,43,2958,3120,0,0,0,3426920,1108298,13,0,6,0,5,36,7,0,11,107
4.0,'Eua,ssp585 (medium confidence),50,2130,1.252,50,0.0198,46,37,18,28,614176,197335,416841,2074098,143,0,3.9,262943,769573,342226,826511,44,3065,3510,0,0,0,3673691,1222410,12,0,8,0,7,36,6,0,13,107
4.0,'Eua,ssp585 (medium confidence),50,2130,1.252,100,0.01,55,40,23,32,700103,236317,463786,2452523,143,0,4.05,276502,795974,364155,826511,44,3123,4680,0,0,0,4079688,1343883,17,0,11,0,6,0,8,36,13,107
4.0,'Eua,ssp585 (medium confidence),50,2130,1.252,250,0.004,58,46,23,35,807903,283246,524657,2592741,184,0,4.24,294803,821194,389513,826511,44,3272,5850,0,0,0,4246296,1495492,16,41,12,0,7,0,4,36,19,107
4.0,'Eua,ssp585 (medium confidence),50,2140,1.378,1,0.6321,8,2,2,6,7661,0,7661,645814,76,0,0.92,16364,137926,116686,684564,40,0,0,0,0,0,1468305,140711,7,34,0,17,1,4,0,21,0,0
4.0,'Eua,ssp585 (medium confidence),50,2140,1.378,5,0.1813,34,27,13,21,366720,91358,275362,1797984,143,0,3.72,220179,738810,300022,701511,43,2382,3120,0,0,0,3241425,889302,9,0,6,36,7,0,3,31,9,76
4.0,'Eua,ssp585 (medium confidence),50,2140,1.378,10,0.0952,38,29,14,24,463599,131356,332243,1829165,143,0,3.79,238474,750918,317296,701511,43,2823,3120,0,0,0,3284714,1022192,11,0,6,0,8,36,4,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2140,1.378,25,0.0392,45,36,17,28,590789,186234,404555,2067558,143,0,3.89,259373,768382,336951,826511,44,3042,3510,0,0,0,3665961,1190154,11,0,8,0,7,36,7,0,12,107
4.0,'Eua,ssp585 (medium confidence),50,2140,1.378,50,0.0198,48,39,19,29,674330,224462,449868,2128900,143,0,4.0,273537,788822,356182,826511,44,3124,4680,0,0,0,3748913,1307173,11,0,10,0,6,0,8,36,13,107
4.0,'Eua,ssp585 (medium confidence),50,2140,1.378,100,0.01,55,44,23,32,769927,266424,503503,2452523,184,0,4.16,287951,811262,382712,826511,44,3173,5850,0,0,0,4096146,1443763,15,41,11,0,6,0,7,36,16,107
4.0,'Eua,ssp585 (medium confidence),50,2140,1.378,250,0.004,60,47,24,36,873743,313069,560674,2658092,207,0,4.41,307092,847605,401395,826511,44,3667,6240,0,0,0,4338447,1585897,14,64,12,0,7,0,8,36,19,107
4.0,'Eua,ssp585 (medium confidence),50,2150,1.499,1,0.6321,9,7,3,6,10189,534,9655,680920,76,0,1.21,21641,203697,135546,699974,42,0,0,0,0,0,1584591,167376,7,34,1,4,1,13,0,25,0,0
4.0,'Eua,ssp585 (medium confidence),50,2150,1.499,5,0.1813,35,27,14,21,415525,111403,304122,1803748,143,0,3.75,229824,743376,309846,701511,43,2612,3120,0,0,0,3251755,957806,8,0,7,0,7,36,4,5,9,102
4.0,'Eua,ssp585 (medium confidence),50,2150,1.499,10,0.0952,41,32,16,25,519320,153885,365435,1911232,143,0,3.84,247888,759650,324216,701511,43,2947,3120,0,0,0,3375513,1094371,12,0,6,0,7,36,6,0,10,107
4.0,'Eua,ssp585 (medium confidence),50,2150,1.499,25,0.0392,46,37,18,28,647156,212279,434877,2074098,143,0,3.95,269385,780090,349078,826511,44,3099,3900,0,0,0,3684599,1268718,10,0,9,0,7,0,7,36,13,107
4.0,'Eua,ssp585 (medium confidence),50,2150,1.499,50,0.0198,55,42,23,32,738062,251671,486391,2452523,184,0,4.11,284364,808472,374014,826511,44,3165,5460,0,0,0,4092966,1399604,16,41,10,0,8,0,5,36,16,107
4.0,'Eua,ssp585 (medium confidence),50,2150,1.499,100,0.01,58,46,23,35,836838,294303,542536,2592741,185,0,4.27,299296,822394,395934,826511,44,3430,5850,0,0,0,4247496,1535499,14,42,11,0,8,0,6,36,19,107
4.0,'Eua,ssp585 (medium confidence),50,2150,1.499,250,0.004,64,55,26,38,930911,341482,589430,2837608,207,0,4.5,319382,864874,411574,826511,44,4239,6240,0,0,0,4535233,1666107,17,64,10,0,10,0,6,0,21,143
3.0,Ha'apai,ssp245 (medium confidence),50,2020,0.055,1,0.6321,19,7,1,18,1370,402,968,710485,786,0,0.23,2415,42836,0,0,0,1374,5460,0,0,0,758781,5158,17,687,2,99,0,0,0,0,0,0
3.0,Ha'apai,ssp245 (medium confidence),50,2020,0.055,5,0.1813,816,502,203,613,544402,84727,459675,27449261,2306,0,16.32,280482,2036654,100356,375000,4,19450,31590,6,0,3,29892505,944689,426,636,290,468,65,335,15,89,20,778
3.0,Ha'apai,ssp245 (medium confidence),50,2020,0.055,10,0.0952,995,693,259,736,872976,153958,719018,34441007,2419,0,19.99,394765,2607558,122119,375000,4,23587,37440,9,0,3,37461004,1413447,410,560,385,444,151,404,23,184,26,827
3.0,Ha'apai,ssp245 (medium confidence),50,2020,0.055,25,0.0392,1186,884,332,854,1461920,290803,1171117,39847539,2662,0,23.7,548996,3069209,147226,500000,5,29808,42900,9,0,5,43459648,2187950,388,437,399,540,291,521,73,293,35,871
3.0,Ha'apai,ssp245 (medium confidence),50,2020,0.055,50,0.0198,1361,1039,393,968,2096372,451839,1644533,45720172,2934,0,26.65,665722,3405391,170124,500000,5,35399,48360,10,0,9,49673924,2967618,443,585,357,463,369,528,138,322,54,1036
3.0,Ha'apai,ssp245 (medium confidence),50,2020,0.055,100,0.01,1544,1185,454,1090,2959176,673524,2285651,51329901,3166,0,30.09,792370,3768327,197361,500000,5,40692,56745,11,0,9,55654974,3989599,471,569,371,513,381,540,232,410,89,1134
3.0,Ha'apai,ssp245 (medium confidence),50,2020,0.055,250,0.004,1717,1376,517,1200,4169425,1013523,3155902,54984254,3373,0,33.9,938567,4136373,224302,625000,6,46847,70785,11,0,10,59816413,5379141,454,612,406,495,376,571,313,364,168,1331
3.0,Ha'apai,ssp245 (medium confidence),50,2030,0.104,1,0.6321,19,9,1,18,1871,505,1365,710485,800,0,0.25,2972,43636,0,0,0,1649,5850,0,0,0,759971,6491,16,283,3,517,0,0,0,0,0,0
3.0,Ha'apai,ssp245 (medium confidence),50,2030,0.104,5,0.1813,824,605,206,618,604581,95838,508743,27601559,2306,0,16.53,303087,2069396,106570,375000,4,20294,31590,6,0,3,30077545,1034531,400,604,301,475,84,331,18,110,21,786
3.0,Ha'apai,ssp245 (medium confidence),50,2030,0.104,10,0.0952,1005,777,263,742,959337,172203,787134,34687333,2425,0,20.21,421839,2635477,126046,375000,4,24597,37440,9,0,3,37735250,1531820,383,468,398,502,171,392,25,235,28,828
3.0,Ha'apai,ssp245 (medium confidence),50,2030,0.104,25,0.0392,1197,967,336,861,1587270,319987,1267283,40190616,2677,0,23.87,578438,3085693,151853,500000,5,31010,42900,9,0,5,43819209,2348572,376,388,392,604,299,485,91,325,39,875
3.0,Ha'apai,ssp245 (medium confidence),50,2030,0.104,50,0.0198,1374,1107,397,977,2270110,493968,1776143,45962298,2970,0,26.83,695968,3432129,175585,500000,5,36498,48360,10,0,9,49942787,3178162,417,578,357,502,379,528,165,307,56,1055
3.0,Ha'apai,ssp245 (medium confidence),50,2030,0.104,100,0.01,1553,1279,461,1092,3191224,734732,2456493,51494352,3166,0,30.21,823571,3780440,203618,500000,5,41827,56745,11,0,9,55831537,4260240,443,546,369,448,389,558,254,463,98,1151
3.0,Ha'apai,ssp245 (medium confidence),50,2030,0.104,250,0.004,1727,1469,518,1209,4487650,1101498,3386151,55167110,3373,0,34.05,970347,4148140,230680,625000,6,48052,71565,11,0,10,60011814,5736728,422,529,405,519,374,493,341,501,185,1331
3.0,Ha'apai,ssp245 (medium confidence),50,2040,0.158,1,0.6321,23,9,1,22,2827,620,2207,830107,802,0,0.33,3849,60498,0,0,0,1973,6240,0,0,0,896846,8648,20,227,3,575,0,0,0,0,0,0
3.0,Ha'apai,ssp245 (medium confidence),50,2040,0.158,5,0.1813,889,605,220,669,681227,111046,570181,29652066,2341,0,18.2,330543,2333200,111496,375000,4,21350,34710,8,0,3,32394976,1144616,424,605,317,491,106,345,21,114,21,786
3.0,Ha'apai,ssp245 (medium confidence),50,2040,0.158,10,0.0952,1063,777,284,779,1067879,194713,873167,36595885,2501,0,21.56,453293,2801376,130357,375000,4,25731,40170,9,0,4,39812431,1677259,399,505,396,504,208,422,30,231,30,839
3.0,Ha'apai,ssp245 (medium confidence),50,2040,0.158,25,0.0392,1266,967,359,907,1750654,359075,1391579,42010711,2797,0,25.15,611248,3234453,157778,500000,5,32341,45630,9,0,5,45790794,2552021,409,468,395,617,310,414,110,377,42,921
3.0,Ha'apai,ssp245 (medium confidence),50,2040,0.158,50,0.0198,1448,1107,415,1033,2488407,547664,1940743,48861141,3064,0,28.29,729858,3595614,182528,500000,5,37632,51480,11,0,9,53008235,3438424,444,641,376,445,379,575,190,305,59,1098
3.0,Ha'apai,ssp245 (medium confidence),50,2040,0.158,100,0.01,1630,1279,485,1145,3479898,816927,2662971,52945463,3264,0,31.5,858154,3916692,209770,625000,6,43223,60645,11,0,9,57547800,4591045,486,639,360,421,388,549,279,498,117,1157
3.0,Ha'apai,ssp245 (medium confidence),50,2040,0.158,250,0.004,1793,1469,547,1246,4880306,1209869,3670437,56693170,3469,0,35.74,1005740,4298353,237685,625000,6,49715,75465,11,0,11,61691988,6173447,447,532,415,577,377,454,339,555,215,1351
3.0,Ha'apai,ssp245 (medium confidence),50,2050,0.228,1,0.6321,27,16,2,25,4222,768,3454,1130124,833,0,0.42,5142,74477,0,0,0,2421,7020,1,0,0,1211621,11785,20,194,7,639,0,0,0,0,0,0
